_id,Date,Gender,Race,Age at Booking,Current Age
29828,2017-07-14,M,B,23,24
29829,2017-07-14,M,B,30,30
29830,2017-07-14,M,B,23,24
29831,2017-07-14,M,W,24,25
29832,2017-07-14,M,B,29,30
29833,2017-07-14,M,W,41,42
29834,2017-07-14,M,B,23,24
29835,2017-07-14,M,W,33,34
29836,2017-07-14,M,B,25,26
29837,2017-07-14,M,B,31,31
29838,2017-07-14,M,B,34,35
29839,2017-07-14,M,B,19,19
29840,2017-07-14,M,W,38,38
29841,2017-07-14,M,B,30,31
29842,2017-07-14,M,B,33,33
29843,2017-07-14,M,B,30,30
29844,2017-07-14,M,W,30,31
29845,2017-07-14,M,B,36,36
29846,2017-07-14,M,B,45,45
29847,2017-07-14,M,B,24,25
29848,2017-07-14,M,B,39,39
29849,2017-07-14,M,W,51,51
29850,2017-07-14,M,B,20,20
29851,2017-07-14,M,B,48,49
29852,2017-07-14,M,B,28,28
29853,2017-07-14,M,B,43,43
29854,2017-07-14,M,B,57,58
29855,2017-07-14,M,W,51,52
29856,2017-07-14,M,B,19,19
29857,2017-07-14,M,B,19,20
29858,2017-07-14,M,W,35,35
29859,2017-07-14,M,H,34,34
29860,2017-07-14,M,W,55,55
29861,2017-07-14,M,W,31,31
29862,2017-07-14,M,H,34,35
29863,2017-07-14,M,W,24,24
29864,2017-07-14,M,B,29,29
29865,2017-07-14,M,B,21,22
29866,2017-07-14,M,W,31,31
29867,2017-07-14,M,W,25,25
29868,2017-07-14,M,B,25,25
29869,2017-07-14,M,W,37,37
29870,2017-07-14,M,W,55,55
29871,2017-07-14,M,W,29,30
29872,2017-07-14,M,W,51,51
29873,2017-07-14,M,W,28,28
29874,2017-07-14,M,B,52,52
29875,2017-07-14,M,W,62,62
29876,2017-07-14,M,W,34,34
29877,2017-07-14,M,W,31,31
29878,2017-07-14,M,B,51,51
29879,2017-07-14,M,B,27,27
29880,2017-07-14,M,B,44,44
29881,2017-07-14,M,B,38,38
29882,2017-07-14,M,B,47,47
29883,2017-07-14,M,W,36,36
29884,2017-07-14,M,B,48,48
29885,2017-07-14,M,W,35,35
29886,2017-07-14,M,B,46,46
29887,2017-07-14,M,B,17,18
29888,2017-07-14,M,B,23,23
29889,2017-07-14,M,B,26,26
29890,2017-07-14,M,B,28,29
29891,2017-07-14,M,B,25,25
29892,2017-07-14,M,B,24,24
29893,2017-07-14,M,B,24,24
29894,2017-07-14,M,B,40,40
29895,2017-07-14,M,B,32,32
29896,2017-07-14,M,W,23,23
29897,2017-07-14,M,W,35,35
29898,2017-07-14,M,B,19,19
29899,2017-07-14,M,W,21,21
29900,2017-07-14,M,B,31,31
29901,2017-07-14,M,B,19,19
29902,2017-07-14,M,B,38,38
29903,2017-07-14,M,W,36,36
29904,2017-07-14,M,B,56,56
29905,2017-07-14,M,B,43,43
29906,2017-07-14,M,B,24,24
29907,2017-07-14,M,B,31,31
29908,2017-07-14,M,B,41,41
29909,2017-07-14,M,B,29,29
29910,2017-07-14,M,W,35,35
29911,2017-07-14,M,B,43,43
29912,2017-07-14,M,W,31,31
29913,2017-07-14,M,W,46,46
29914,2017-07-14,M,B,50,50
29915,2017-07-14,M,W,33,36
29916,2017-07-14,M,B,23,25
29917,2017-07-14,M,B,33,34
29918,2017-07-14,M,B,26,27
29919,2017-07-14,M,B,30,31
29920,2017-07-14,M,B,25,26
29921,2017-07-14,M,B,24,26
29922,2017-07-14,M,B,21,22
29923,2017-07-14,M,B,53,54
29924,2017-07-14,M,B,23,24
29925,2017-07-14,M,B,18,19
29926,2017-07-14,M,B,34,35
29927,2017-07-14,M,B,25,26
29928,2017-07-14,M,B,45,45
29929,2017-07-14,M,W,59,60
29930,2017-07-14,M,B,23,24
29931,2017-07-14,M,B,44,45
29932,2017-07-14,M,B,19,20
29933,2017-07-14,M,B,28,29
29934,2017-07-14,M,W,22,23
29935,2017-07-14,M,B,22,23
29936,2017-07-14,M,B,22,22
29937,2017-07-14,M,B,39,39
29938,2017-07-14,M,B,30,31
29939,2017-07-14,M,B,18,18
29940,2017-07-14,M,W,23,24
29941,2017-07-14,M,B,24,25
29942,2017-07-14,M,B,31,31
29943,2017-07-14,M,B,31,31
29944,2017-07-14,M,W,33,34
29945,2017-07-14,M,W,52,52
29946,2017-07-14,M,W,39,39
29947,2017-07-14,M,B,28,28
29948,2017-07-14,M,B,33,33
29949,2017-07-14,M,B,40,40
29950,2017-07-14,M,B,50,50
29951,2017-07-14,M,W,23,24
29952,2017-07-14,M,W,35,35
29953,2017-07-14,M,B,22,22
29954,2017-07-14,M,B,28,29
29955,2017-07-14,M,U,30,30
29956,2017-07-14,M,B,23,23
29957,2017-07-14,M,B,23,23
29958,2017-07-14,M,B,21,22
29959,2017-07-14,M,B,31,31
29960,2017-07-14,M,W,47,47
29961,2017-07-14,M,B,18,18
29962,2017-07-14,M,W,35,35
29963,2017-07-14,M,W,32,32
29964,2017-07-14,M,W,37,37
29965,2017-07-14,M,W,27,27
29966,2017-07-14,M,B,20,20
29967,2017-07-14,M,W,29,29
29968,2017-07-14,M,W,24,25
29969,2017-07-14,M,B,47,47
29970,2017-07-14,M,B,25,25
29971,2017-07-14,M,B,25,25
29972,2017-07-14,M,W,29,29
29973,2017-07-14,M,B,45,46
29974,2017-07-14,M,B,18,18
29975,2017-07-14,M,B,27,27
29976,2017-07-14,M,W,32,32
29977,2017-07-14,M,W,36,37
29978,2017-07-14,M,W,33,33
29979,2017-07-14,M,B,35,35
29980,2017-07-14,M,W,58,58
29981,2017-07-14,M,W,26,26
29982,2017-07-14,M,B,47,47
29983,2017-07-14,M,W,36,36
29984,2017-07-14,M,W,44,44
29985,2017-07-14,M,W,31,31
29986,2017-07-14,M,B,39,39
29987,2017-07-14,M,B,19,19
29988,2017-07-14,M,W,20,20
29989,2017-07-14,M,B,53,53
29990,2017-07-14,M,B,46,46
29991,2017-07-14,M,B,21,21
29992,2017-07-14,M,W,44,44
29993,2017-07-14,M,B,29,29
29994,2017-07-14,M,B,31,31
29995,2017-07-14,M,W,34,34
29996,2017-07-14,M,B,27,27
29997,2017-07-14,M,B,22,22
29998,2017-07-14,M,B,41,41
29999,2017-07-14,M,B,27,27
30000,2017-07-14,M,W,34,34
30001,2017-07-14,M,B,32,32
30002,2017-07-14,M,W,44,44
30003,2017-07-14,M,B,38,38
30004,2017-07-14,M,B,52,52
30005,2017-07-14,M,B,31,31
30006,2017-07-14,M,B,56,56
30007,2017-07-14,M,B,23,23
30008,2017-07-14,M,W,25,27
30009,2017-07-14,M,B,32,32
30010,2017-07-14,M,B,23,23
30011,2017-07-14,M,x,25,25
30012,2017-07-14,M,W,32,33
30013,2017-07-14,M,B,19,19
30014,2017-07-14,M,W,24,25
30015,2017-07-14,M,B,19,19
30016,2017-07-14,M,W,50,50
30017,2017-07-14,M,B,26,26
30018,2017-07-14,M,W,25,25
30019,2017-07-14,M,B,50,50
30020,2017-07-14,M,U,33,33
30021,2017-07-14,M,W,31,31
30022,2017-07-14,M,B,32,32
30023,2017-07-14,M,B,23,23
30024,2017-07-14,M,W,32,32
30025,2017-07-14,M,W,48,48
30026,2017-07-14,M,W,30,30
30027,2017-07-14,M,B,49,49
30028,2017-07-14,M,W,29,29
30029,2017-07-14,M,B,43,43
30030,2017-07-14,M,W,22,22
30031,2017-07-14,M,W,42,42
30032,2017-07-14,M,B,34,34
30033,2017-07-14,M,B,43,43
30034,2017-07-14,M,B,21,21
30035,2017-07-14,M,B,34,34
30036,2017-07-14,M,W,41,41
30037,2017-07-14,M,B,23,23
30038,2017-07-14,M,W,31,31
30039,2017-07-14,M,W,47,47
30040,2017-07-14,M,W,41,41
30041,2017-07-14,M,A,28,28
30042,2017-07-14,M,B,60,60
30043,2017-07-14,M,B,21,21
30044,2017-07-14,M,B,37,37
30045,2017-07-14,M,W,35,35
30046,2017-07-14,M,B,22,22
30047,2017-07-14,M,B,56,56
30048,2017-07-14,M,B,26,26
30049,2017-07-14,M,B,32,32
30050,2017-07-14,M,W,30,30
30051,2017-07-14,M,W,28,28
30052,2017-07-14,M,B,68,68
30053,2017-07-14,M,B,28,28
30054,2017-07-14,M,W,25,25
30055,2017-07-14,M,B,23,23
30056,2017-07-14,M,B,26,26
30057,2017-07-14,M,B,30,30
30058,2017-07-14,M,B,39,39
30059,2017-07-14,M,B,21,21
30060,2017-07-14,M,B,62,62
30061,2017-07-14,M,B,30,30
30062,2017-07-14,M,W,31,31
30063,2017-07-14,M,W,34,34
30064,2017-07-14,M,B,23,26
30065,2017-07-14,M,W,29,31
30066,2017-07-14,M,W,46,48
30067,2017-07-14,M,B,50,52
30068,2017-07-14,M,B,28,29
30069,2017-07-14,M,B,27,28
30070,2017-07-14,M,B,38,39
30071,2017-07-14,M,B,56,57
30072,2017-07-14,M,B,21,22
30073,2017-07-14,M,B,40,41
30074,2017-07-14,M,W,30,30
30075,2017-07-14,M,W,53,54
30076,2017-07-14,M,B,22,23
30077,2017-07-14,M,W,40,41
30078,2017-07-14,M,B,19,20
30079,2017-07-14,M,B,22,23
30080,2017-07-14,M,W,29,30
30081,2017-07-14,M,W,35,36
30082,2017-07-14,M,B,54,55
30083,2017-07-14,M,B,20,21
30084,2017-07-14,M,W,25,25
30085,2017-07-14,M,B,43,44
30086,2017-07-14,M,W,25,26
30087,2017-07-14,M,W,27,27
30088,2017-07-14,M,B,29,30
30089,2017-07-14,M,B,26,27
30090,2017-07-14,M,W,26,26
30091,2017-07-14,M,W,27,27
30092,2017-07-14,M,W,27,27
30093,2017-07-14,M,B,26,26
30094,2017-07-14,M,B,34,34
30095,2017-07-14,M,B,44,45
30096,2017-07-14,M,W,19,20
30097,2017-07-14,M,W,50,51
30098,2017-07-14,M,B,52,53
30099,2017-07-14,M,W,60,60
30100,2017-07-14,M,W,22,22
30101,2017-07-14,M,W,31,32
30102,2017-07-14,M,W,33,33
30103,2017-07-14,M,B,46,46
30104,2017-07-14,M,B,31,31
30105,2017-07-14,M,B,56,57
30106,2017-07-14,M,B,27,27
30107,2017-07-14,M,B,24,24
30108,2017-07-14,M,W,42,42
30109,2017-07-14,M,B,30,31
30110,2017-07-14,M,W,38,38
30111,2017-07-14,M,B,31,31
30112,2017-07-14,M,B,26,26
30113,2017-07-14,M,W,31,31
30114,2017-07-14,M,W,35,35
30115,2017-07-14,M,B,48,48
30116,2017-07-14,M,W,53,54
30117,2017-07-14,M,W,53,53
30118,2017-07-14,M,W,24,24
30119,2017-07-14,M,W,38,39
30120,2017-07-14,M,W,46,46
30121,2017-07-14,M,W,31,32
30122,2017-07-14,M,W,34,34
30123,2017-07-14,M,B,18,18
30124,2017-07-14,M,W,49,49
30125,2017-07-14,M,B,50,50
30126,2017-07-14,M,B,21,21
30127,2017-07-14,M,B,31,31
30128,2017-07-14,M,W,58,58
30129,2017-07-14,M,W,23,23
30130,2017-07-14,M,B,45,45
30131,2017-07-14,M,W,27,27
30132,2017-07-14,M,B,25,25
30133,2017-07-14,M,W,29,29
30134,2017-07-14,M,W,41,41
30135,2017-07-14,M,W,23,23
30136,2017-07-14,M,W,31,31
30137,2017-07-14,M,B,47,48
30138,2017-07-14,M,B,27,27
30139,2017-07-14,M,B,42,42
30140,2017-07-14,M,W,47,47
30141,2017-07-14,M,W,26,26
30142,2017-07-14,M,B,52,52
30143,2017-07-14,M,B,38,38
30144,2017-07-14,M,W,21,21
30145,2017-07-14,M,W,55,55
30146,2017-07-14,M,W,30,30
30147,2017-07-14,M,B,19,19
30148,2017-07-14,M,W,55,55
30149,2017-07-14,M,W,25,25
30150,2017-07-14,M,W,43,43
30151,2017-07-14,M,B,26,26
30152,2017-07-14,F,W,24,26
30153,2017-07-14,F,W,25,27
30154,2017-07-14,F,W,31,32
30155,2017-07-14,F,B,19,20
30156,2017-07-14,F,B,46,47
30157,2017-07-14,F,W,29,30
30158,2017-07-14,F,W,38,39
30159,2017-07-14,F,W,27,27
30160,2017-07-14,F,W,39,40
30161,2017-07-14,F,W,21,22
30162,2017-07-14,F,W,25,26
30163,2017-07-14,F,B,37,38
30164,2017-07-14,F,W,41,41
30165,2017-07-14,F,W,38,38
30166,2017-07-14,F,W,24,25
30167,2017-07-14,F,W,30,30
30168,2017-07-14,F,W,32,32
30169,2017-07-14,F,W,50,50
30170,2017-07-14,F,B,27,28
30171,2017-07-14,F,W,46,47
30172,2017-07-14,F,B,32,32
30173,2017-07-14,F,W,38,39
30174,2017-07-14,F,B,63,64
30175,2017-07-14,F,W,34,34
30176,2017-07-14,F,W,36,36
30177,2017-07-14,F,W,24,24
30178,2017-07-14,F,W,34,34
30179,2017-07-14,F,B,38,38
30180,2017-07-14,F,W,39,39
30181,2017-07-14,F,W,29,30
30182,2017-07-14,F,W,41,41
30183,2017-07-14,F,W,29,29
30184,2017-07-14,F,B,22,22
30185,2017-07-14,F,W,22,22
30186,2017-07-14,F,W,51,51
30187,2017-07-14,F,W,27,27
30188,2017-07-14,F,W,30,31
30189,2017-07-14,F,W,32,33
30190,2017-07-14,F,W,22,23
30191,2017-07-14,F,B,33,33
30192,2017-07-14,F,B,26,26
30193,2017-07-14,F,W,51,51
30194,2017-07-14,F,W,38,38
30195,2017-07-14,F,B,44,44
30196,2017-07-14,F,W,40,40
30197,2017-07-14,F,W,30,30
30198,2017-07-14,F,W,29,29
30199,2017-07-14,F,W,30,30
30200,2017-07-14,F,W,24,24
30201,2017-07-14,F,B,56,56
30202,2017-07-14,F,B,27,27
30203,2017-07-14,F,W,28,28
30204,2017-07-14,F,B,45,45
30205,2017-07-14,F,W,34,34
30206,2017-07-14,F,B,37,37
30207,2017-07-14,F,W,41,41
30208,2017-07-14,F,B,19,19
30209,2017-07-14,F,B,20,20
30210,2017-07-14,F,W,25,25
30211,2017-07-14,F,B,74,74
30212,2017-07-14,F,W,21,21
30213,2017-07-14,F,B,25,25
30214,2017-07-14,F,B,40,40
30215,2017-07-14,F,W,44,44
30216,2017-07-14,F,W,31,31
30217,2017-07-14,F,W,47,47
30218,2017-07-14,F,B,46,46
30219,2017-07-14,F,B,52,52
30220,2017-07-14,F,B,29,29
30221,2017-07-14,F,W,48,48
30222,2017-07-14,F,W,56,56
30223,2017-07-14,F,W,40,40
30224,2017-07-14,F,W,33,33
30225,2017-07-14,F,W,48,48
30226,2017-07-14,F,B,46,46
30227,2017-07-14,F,B,39,39
30228,2017-07-14,F,B,28,28
30229,2017-07-14,F,B,22,22
30230,2017-07-14,F,B,32,32
30231,2017-07-14,F,B,29,29
30232,2017-07-14,F,B,26,26
30233,2017-07-14,F,B,29,29
30234,2017-07-14,F,W,29,29
30235,2017-07-14,F,B,19,19
30236,2017-07-14,F,B,45,45
30237,2017-07-14,F,W,46,46
30238,2017-07-14,F,W,38,38
30239,2017-07-14,F,W,27,27
30240,2017-07-14,F,B,20,20
30241,2017-07-14,F,W,62,62
30242,2017-07-14,F,B,22,22
30243,2017-07-14,F,W,35,35
30244,2017-07-14,F,W,32,32
30245,2017-07-14,F,W,40,40
30246,2017-07-14,F,W,47,47
30247,2017-07-14,F,B,21,23
30248,2017-07-14,F,B,30,31
30249,2017-07-14,F,B,28,29
30250,2017-07-14,F,W,46,47
30251,2017-07-14,F,W,38,39
30252,2017-07-14,F,B,40,41
30253,2017-07-14,F,B,59,60
30254,2017-07-14,F,W,35,36
30255,2017-07-14,F,B,26,27
30256,2017-07-14,F,W,47,48
30257,2017-07-14,F,W,31,31
30258,2017-07-14,F,W,51,51
30259,2017-07-14,F,W,37,37
30260,2017-07-14,F,W,29,29
30261,2017-07-14,F,W,34,34
30262,2017-07-14,F,B,34,34
30263,2017-07-14,F,W,28,29
30264,2017-07-14,F,W,30,31
30265,2017-07-14,F,W,49,49
30266,2017-07-14,F,W,33,34
30267,2017-07-14,F,B,46,47
30268,2017-07-14,F,B,24,24
30269,2017-07-14,F,B,22,22
30270,2017-07-14,F,W,29,30
30271,2017-07-14,F,B,25,26
30272,2017-07-14,F,B,23,23
30273,2017-07-14,F,B,21,22
30274,2017-07-14,F,B,39,39
30275,2017-07-14,F,B,43,43
30276,2017-07-14,F,B,27,27
30277,2017-07-14,F,B,26,27
30278,2017-07-14,F,W,54,54
30279,2017-07-14,F,B,28,28
30280,2017-07-14,F,W,27,27
30281,2017-07-14,F,B,33,33
30282,2017-07-14,F,W,25,25
30283,2017-07-14,F,B,26,26
30284,2017-07-14,F,W,33,33
30285,2017-07-14,F,B,42,43
30286,2017-07-14,F,W,34,35
30287,2017-07-14,F,W,29,29
30288,2017-07-14,F,W,32,32
30289,2017-07-14,F,W,47,48
30290,2017-07-14,F,B,37,37
30291,2017-07-14,F,B,34,34
30292,2017-07-14,F,W,54,54
30293,2017-07-14,F,W,48,48
30294,2017-07-14,F,W,54,54
30295,2017-07-14,F,W,25,25
30296,2017-07-14,F,W,35,35
30297,2017-07-14,F,B,56,56
30298,2017-07-14,F,W,22,22
30299,2017-07-14,F,B,20,21
30300,2017-07-14,F,W,34,34
30301,2017-07-14,F,W,51,51
30302,2017-07-14,F,W,21,21
30303,2017-07-14,F,W,45,45
30304,2017-07-14,F,W,25,25
30305,2017-07-14,F,W,56,56
30306,2017-07-14,F,A,44,44
30307,2017-07-14,F,W,51,51
30308,2017-07-14,F,B,43,43
30309,2017-07-14,F,W,27,27
30310,2017-07-14,F,W,65,65
30311,2017-07-14,F,W,58,58
30312,2017-07-14,F,W,21,21
30313,2017-07-14,F,B,38,38
30314,2017-07-14,F,W,37,37
30315,2017-07-14,F,W,37,37
30316,2017-07-14,F,W,30,30
30317,2017-07-14,F,B,58,58
30318,2017-07-14,F,W,49,49
30319,2017-07-14,F,W,46,46
30320,2017-07-14,F,W,26,26
30321,2017-07-14,F,W,28,28
30322,2017-07-14,F,B,43,43
30323,2017-07-14,F,W,36,36
30324,2017-07-14,F,W,45,45
30325,2017-07-14,F,W,33,33
30326,2017-07-14,F,W,47,47
30327,2017-07-14,F,W,28,28
30328,2017-07-14,F,W,36,36
30329,2017-07-14,F,W,51,51
30330,2017-07-14,F,W,42,42
30331,2017-07-14,F,W,40,40
30332,2017-07-14,F,W,24,24
30333,2017-07-14,F,W,40,40
30334,2017-07-14,F,W,24,24
30335,2017-07-14,F,W,31,31
30336,2017-07-14,F,B,32,32
30337,2017-07-14,F,B,19,19
30338,2017-07-14,F,B,25,25
30339,2017-07-14,F,W,36,36
30340,2017-07-14,F,B,23,23
30341,2017-07-14,F,B,48,48
30342,2017-07-14,F,B,31,31
30343,2017-07-14,F,W,40,43
30344,2017-07-14,F,W,24,26
30345,2017-07-14,F,B,21,23
30346,2017-07-14,F,W,24,26
30347,2017-07-14,F,B,17,18
30348,2017-07-14,F,B,37,39
30349,2017-07-14,F,B,24,25
30350,2017-07-14,F,W,38,39
30351,2017-07-14,F,B,19,20
30352,2017-07-14,F,W,23,24
30353,2017-07-14,F,B,43,44
30354,2017-07-14,F,B,27,28
30355,2017-07-14,F,B,21,22
30356,2017-07-14,F,W,30,31
30357,2017-07-14,F,W,24,25
30358,2017-07-14,F,H,61,62
30359,2017-07-14,F,W,41,42
30360,2017-07-14,F,B,58,59
30361,2017-07-14,F,W,33,33
30362,2017-07-14,F,B,37,37
30363,2017-07-14,F,W,19,19
30364,2017-07-14,F,B,43,44
30365,2017-07-14,F,B,52,52
30366,2017-07-14,F,B,20,21
30367,2017-07-14,F,W,24,25
30368,2017-07-14,F,W,51,52
30369,2017-07-14,F,W,45,45
30370,2017-07-14,F,B,32,32
30371,2017-07-14,F,W,38,38
30372,2017-07-14,F,B,20,20
30373,2017-07-14,F,W,38,38
30374,2017-07-14,F,B,21,21
30375,2017-07-14,F,B,56,56
30376,2017-07-14,F,W,28,28
30377,2017-07-14,F,W,23,24
30378,2017-07-14,F,W,26,26
30379,2017-07-14,F,B,21,21
30380,2017-07-14,F,B,21,21
30381,2017-07-14,F,W,41,41
30382,2017-07-14,F,B,48,48
30383,2017-07-14,F,W,29,29
30384,2017-07-14,F,B,48,49
30385,2017-07-14,F,W,31,31
30386,2017-07-14,F,A,23,23
30387,2017-07-14,F,B,29,30
30388,2017-07-14,F,B,25,25
30389,2017-07-14,F,W,44,44
30390,2017-07-14,F,W,23,23
30391,2017-07-14,F,B,36,37
30392,2017-07-14,F,B,39,39
30393,2017-07-14,F,B,30,30
30394,2017-07-14,F,B,26,26
30395,2017-07-14,F,B,28,28
30396,2017-07-14,F,B,19,19
30397,2017-07-14,F,B,27,27
30398,2017-07-14,F,W,30,30
30399,2017-07-14,F,W,34,34
30400,2017-07-14,F,B,24,24
30401,2017-07-14,F,W,41,41
30402,2017-07-14,F,B,35,35
30403,2017-07-14,F,W,24,24
30404,2017-07-14,F,W,35,36
30405,2017-07-14,F,B,53,53
30406,2017-07-14,F,W,30,30
30407,2017-07-14,F,B,21,21
30408,2017-07-14,F,B,53,53
30409,2017-07-14,F,B,27,27
30410,2017-07-14,F,B,24,24
30411,2017-07-14,F,W,34,34
30412,2017-07-14,F,W,42,42
30413,2017-07-14,F,W,35,35
30414,2017-07-14,F,W,30,30
30415,2017-07-14,F,W,32,32
30416,2017-07-14,F,W,31,31
30417,2017-07-14,F,W,24,24
30418,2017-07-14,F,W,32,32
30419,2017-07-14,F,W,29,29
30420,2017-07-14,F,W,38,39
30421,2017-07-14,F,W,25,25
30422,2017-07-14,F,W,22,22
30423,2017-07-14,F,W,33,33
30424,2017-07-14,F,W,36,36
30425,2017-07-14,F,W,39,39
30426,2017-07-14,F,B,26,26
30427,2017-07-14,F,W,34,34
30428,2017-07-14,F,B,42,44
30429,2017-07-14,M,B,45,46
30430,2017-07-14,M,B,28,29
30431,2017-07-14,M,B,38,39
30432,2017-07-14,F,W,31,32
30433,2017-07-14,F,W,70,71
30434,2017-07-14,M,B,28,29
30435,2017-07-14,M,B,27,28
30436,2017-07-14,F,W,30,30
30437,2017-07-14,M,B,21,21
30438,2017-07-14,M,B,68,68
30439,2017-07-14,M,B,39,39
30440,2017-07-14,M,B,23,24
30441,2017-07-14,F,B,73,73
30442,2017-07-14,M,W,44,45
30443,2017-07-14,M,W,35,35
30444,2017-07-14,M,W,32,32
30445,2017-07-14,F,W,43,43
30446,2017-07-14,M,W,60,60
30447,2017-07-14,M,B,56,56
30448,2017-07-14,M,B,19,19
30449,2017-07-14,M,B,41,41
30450,2017-07-14,M,W,54,54
30451,2017-07-14,M,B,54,54
30452,2017-07-14,M,B,57,57
30453,2017-07-14,M,B,59,59
30454,2017-07-14,M,W,37,37
30455,2017-07-14,F,W,47,47
30456,2017-07-14,M,W,28,28
30457,2017-07-14,M,W,44,44
30458,2017-07-14,M,B,56,56
30459,2017-07-14,M,B,37,37
30460,2017-07-14,F,W,20,20
30461,2017-07-14,M,U,18,18
30462,2017-07-14,M,W,60,60
30463,2017-07-14,M,W,37,38
30464,2017-07-14,M,B,35,36
30465,2017-07-14,M,B,22,23
30466,2017-07-14,M,B,30,31
30467,2017-07-14,M,W,46,46
30468,2017-07-14,M,B,48,49
30469,2017-07-14,M,B,39,40
30470,2017-07-14,M,W,31,31
30471,2017-07-14,M,B,39,39
30472,2017-07-14,M,W,36,36
30473,2017-07-14,M,B,36,36
30474,2017-07-14,M,B,49,49
30475,2017-07-14,M,A,58,58
30476,2017-07-14,M,W,51,51
30477,2017-07-14,M,B,52,52
30478,2017-07-14,M,B,33,33
30479,2017-07-14,M,B,42,42
30480,2017-07-14,M,W,48,48
30481,2017-07-14,M,B,32,32
30482,2017-07-14,M,W,33,33
30483,2017-07-14,M,W,34,34
30484,2017-07-14,M,B,31,31
30485,2017-07-14,M,W,26,30
30486,2017-07-14,M,B,21,23
30487,2017-07-14,M,B,32,35
30488,2017-07-14,M,B,25,26
30489,2017-07-14,M,B,26,27
30490,2017-07-14,M,W,52,53
30491,2017-07-14,M,W,40,40
30492,2017-07-14,M,B,23,24
30493,2017-07-14,M,B,56,57
30494,2017-07-14,M,W,65,66
30495,2017-07-14,M,B,25,25
30496,2017-07-14,M,W,49,49
30497,2017-07-14,M,W,37,38
30498,2017-07-14,M,B,22,22
30499,2017-07-14,M,W,31,31
30500,2017-07-14,M,B,30,30
30501,2017-07-14,M,B,61,61
30502,2017-07-14,M,B,28,28
30503,2017-07-14,M,W,53,54
30504,2017-07-14,M,x,20,21
30505,2017-07-14,M,W,60,60
30506,2017-07-14,M,B,64,64
30507,2017-07-14,M,B,41,41
30508,2017-07-14,M,W,48,48
30509,2017-07-14,M,B,21,24
30510,2017-07-14,M,W,30,32
30511,2017-07-14,M,W,45,47
30512,2017-07-14,M,B,26,28
30513,2017-07-14,M,B,28,29
30514,2017-07-14,M,W,36,37
30515,2017-07-14,M,B,31,32
30516,2017-07-14,M,W,29,30
30517,2017-07-14,M,B,47,48
30518,2017-07-14,M,W,34,35
30519,2017-07-14,M,B,34,34
30520,2017-07-14,M,B,21,22
30521,2017-07-14,M,B,54,54
30522,2017-07-14,M,W,21,22
30523,2017-07-14,M,B,29,30
30524,2017-07-14,M,B,37,38
30525,2017-07-14,M,W,27,28
30526,2017-07-14,M,B,28,29
30527,2017-07-14,M,W,26,27
30528,2017-07-14,M,W,34,34
30529,2017-07-14,M,W,41,42
30530,2017-07-14,M,B,32,32
30531,2017-07-14,M,W,30,30
30532,2017-07-14,M,B,31,31
30533,2017-07-14,M,W,23,24
30534,2017-07-14,M,W,27,27
30535,2017-07-14,M,W,42,42
30536,2017-07-14,M,W,46,47
30537,2017-07-14,M,B,20,20
30538,2017-07-14,M,B,47,47
30539,2017-07-14,M,W,27,28
30540,2017-07-14,M,W,24,25
30541,2017-07-14,M,W,40,41
30542,2017-07-14,M,B,43,43
30543,2017-07-14,M,W,30,30
30544,2017-07-14,M,W,51,52
30545,2017-07-14,M,W,43,43
30546,2017-07-14,M,W,22,22
30547,2017-07-14,M,B,30,30
30548,2017-07-14,M,W,47,47
30549,2017-07-14,M,B,34,34
30550,2017-07-14,M,W,30,30
30551,2017-07-14,M,W,31,32
30552,2017-07-14,M,B,29,29
30553,2017-07-14,M,W,38,39
30554,2017-07-14,M,B,24,24
30555,2017-07-14,M,W,29,29
30556,2017-07-14,M,B,18,18
30557,2017-07-14,M,B,46,46
30558,2017-07-14,M,B,44,44
30559,2017-07-14,M,B,29,29
30560,2017-07-14,M,W,47,48
30561,2017-07-14,M,W,50,50
30562,2017-07-14,M,W,44,47
30563,2017-07-14,M,W,46,49
30564,2017-07-14,M,W,60,62
30565,2017-07-14,M,W,27,28
30566,2017-07-14,M,W,73,74
30567,2017-07-14,M,W,45,46
30568,2017-07-14,M,W,29,29
30569,2017-07-14,M,W,22,23
30570,2017-07-14,M,W,27,28
30571,2017-07-14,M,B,24,25
30572,2017-07-14,M,W,33,33
30573,2017-07-14,M,W,26,27
30574,2017-07-14,M,B,33,34
30575,2017-07-14,M,B,33,33
30576,2017-07-14,M,B,21,21
30577,2017-07-14,M,W,48,48
30578,2017-07-14,M,W,43,44
30579,2017-07-14,M,B,26,27
30580,2017-07-14,M,W,39,39
30581,2017-07-14,M,W,49,49
30582,2017-07-14,M,B,26,26
30583,2017-07-14,M,B,26,26
30584,2017-07-14,M,W,36,37
30585,2017-07-14,M,W,55,56
30586,2017-07-14,M,B,47,47
30587,2017-07-14,M,W,55,56
30588,2017-07-14,M,B,47,47
30589,2017-07-14,M,B,37,37
30590,2017-07-14,M,B,37,37
30591,2017-07-14,M,W,28,28
30592,2017-07-14,M,W,63,63
30593,2017-07-14,M,W,29,29
30594,2017-07-14,M,B,49,49
30595,2017-07-14,M,W,37,37
30596,2017-07-14,M,B,41,41
30597,2017-07-14,M,W,51,51
30598,2017-07-14,M,B,26,26
30599,2017-07-14,M,W,20,20
30600,2017-07-14,M,B,55,55
30601,2017-07-14,M,W,24,24
30602,2017-07-14,F,W,30,31
30603,2017-07-14,F,W,28,29
