_id,Date,Gender,Race,Age at Booking,Current Age
18331,2017-07-08,F,B,34,34
18332,2017-07-08,F,W,46,46
18333,2017-07-08,F,W,26,26
18334,2017-07-08,F,W,24,24
18335,2017-07-08,F,W,28,28
18336,2017-07-08,F,B,43,43
18337,2017-07-08,F,W,47,47
18338,2017-07-08,F,W,40,43
18339,2017-07-08,F,W,24,26
18340,2017-07-08,F,B,21,23
18341,2017-07-08,F,W,24,26
18342,2017-07-08,F,B,17,18
18343,2017-07-08,F,B,37,39
18344,2017-07-08,F,B,24,25
18345,2017-07-08,F,W,38,39
18346,2017-07-08,F,B,19,20
18347,2017-07-08,F,B,43,44
18348,2017-07-08,F,B,27,28
18349,2017-07-08,F,B,21,22
18350,2017-07-08,F,W,30,31
18351,2017-07-08,F,W,24,25
18352,2017-07-08,F,H,61,62
18353,2017-07-08,F,B,58,59
18354,2017-07-08,F,W,39,40
18355,2017-07-08,F,B,37,37
18356,2017-07-08,F,W,19,19
18357,2017-07-08,F,B,52,52
18358,2017-07-08,F,B,20,21
18359,2017-07-08,F,W,24,25
18360,2017-07-08,F,W,45,45
18361,2017-07-08,F,B,32,32
18362,2017-07-08,F,W,38,38
18363,2017-07-08,F,B,20,20
18364,2017-07-08,F,B,63,64
18365,2017-07-08,F,W,38,38
18366,2017-07-08,F,B,56,56
18367,2017-07-08,F,W,28,28
18368,2017-07-08,F,W,23,24
18369,2017-07-08,F,W,26,26
18370,2017-07-08,F,B,21,21
18371,2017-07-08,F,B,21,21
18372,2017-07-08,F,W,25,25
18373,2017-07-08,F,W,41,41
18374,2017-07-08,F,B,48,48
18375,2017-07-08,F,W,29,29
18376,2017-07-08,F,B,48,48
18377,2017-07-08,F,W,31,31
18378,2017-07-08,F,A,23,23
18379,2017-07-08,F,B,29,30
18380,2017-07-08,F,B,25,25
18381,2017-07-08,F,W,44,44
18382,2017-07-08,F,B,26,26
18383,2017-07-08,F,W,23,23
18384,2017-07-08,F,B,36,37
18385,2017-07-08,F,B,39,39
18386,2017-07-08,F,B,30,30
18387,2017-07-08,F,B,27,27
18388,2017-07-08,F,B,26,26
18389,2017-07-08,F,W,32,32
18390,2017-07-08,F,B,28,28
18391,2017-07-08,F,B,42,42
18392,2017-07-08,F,B,19,19
18393,2017-07-08,F,B,27,27
18394,2017-07-08,F,W,30,30
18395,2017-07-08,F,W,34,34
18396,2017-07-08,F,B,24,24
18397,2017-07-08,F,B,25,25
18398,2017-07-08,F,W,41,41
18399,2017-07-08,F,B,35,35
18400,2017-07-08,F,W,24,24
18401,2017-07-08,F,W,35,35
18402,2017-07-08,F,B,53,53
18403,2017-07-08,F,W,30,30
18404,2017-07-08,F,B,21,21
18405,2017-07-08,F,B,53,53
18406,2017-07-08,F,B,27,27
18407,2017-07-08,F,W,48,48
18408,2017-07-08,F,B,22,22
18409,2017-07-08,F,W,37,37
18410,2017-07-08,F,B,32,32
18411,2017-07-08,F,W,23,23
18412,2017-07-08,F,W,26,26
18413,2017-07-08,F,B,29,29
18414,2017-07-08,F,W,29,29
18415,2017-07-08,F,W,45,45
18416,2017-07-08,F,W,35,35
18417,2017-07-08,F,W,37,37
18418,2017-07-08,F,B,19,19
18419,2017-07-08,F,W,30,30
18420,2017-07-08,F,W,28,28
18421,2017-07-08,F,W,46,46
18422,2017-07-08,F,W,42,42
18423,2017-07-08,F,B,27,27
18424,2017-07-08,F,W,32,32
18425,2017-07-08,F,W,36,36
18426,2017-07-08,F,W,51,51
18427,2017-07-08,F,W,40,40
18428,2017-07-08,F,W,29,29
18429,2017-07-08,F,B,46,46
18430,2017-07-08,F,B,42,44
18431,2017-07-08,M,B,25,26
18432,2017-07-08,M,B,28,29
18433,2017-07-08,M,B,38,39
18434,2017-07-08,F,W,31,32
18435,2017-07-08,F,W,50,51
18436,2017-07-08,F,W,70,71
18437,2017-07-08,M,B,28,29
18438,2017-07-08,M,B,27,28
18439,2017-07-08,F,W,30,30
18440,2017-07-08,M,B,21,21
18441,2017-07-08,M,B,68,68
18442,2017-07-08,M,B,39,39
18443,2017-07-08,M,B,23,24
18444,2017-07-08,F,B,73,73
18445,2017-07-08,F,W,35,35
18446,2017-07-08,M,W,28,28
18447,2017-07-08,M,W,44,45
18448,2017-07-08,M,W,35,35
18449,2017-07-08,F,W,25,25
18450,2017-07-08,M,W,32,32
18451,2017-07-08,F,W,43,43
18452,2017-07-08,M,W,60,60
18453,2017-07-08,M,B,19,20
18454,2017-07-08,M,B,56,56
18455,2017-07-08,F,W,56,56
18456,2017-07-08,M,W,62,62
18457,2017-07-08,F,W,36,36
18458,2017-07-08,F,W,42,42
18459,2017-07-08,M,B,34,34
18460,2017-07-08,M,B,54,54
18461,2017-07-08,M,B,57,57
18462,2017-07-08,M,B,59,59
18463,2017-07-08,M,W,37,38
18464,2017-07-08,M,B,35,36
18465,2017-07-08,M,W,29,29
18466,2017-07-08,M,B,25,25
18467,2017-07-08,M,B,22,23
18468,2017-07-08,M,B,30,31
18469,2017-07-08,M,W,46,46
18470,2017-07-08,M,B,48,49
18471,2017-07-08,M,W,30,31
18472,2017-07-08,M,B,39,40
18473,2017-07-08,M,B,39,39
18474,2017-07-08,M,W,63,63
18475,2017-07-08,M,H,53,53
18476,2017-07-08,M,B,27,27
18477,2017-07-08,M,B,58,58
18478,2017-07-08,M,B,30,30
18479,2017-07-08,M,B,36,36
18480,2017-07-08,M,B,49,49
18481,2017-07-08,M,A,58,58
18482,2017-07-08,M,B,41,41
18483,2017-07-08,M,B,52,52
18484,2017-07-08,M,W,36,36
18485,2017-07-08,M,W,34,34
18486,2017-07-08,M,B,33,33
18487,2017-07-08,M,B,42,42
18488,2017-07-08,M,W,26,30
18489,2017-07-08,M,B,21,23
18490,2017-07-08,M,B,32,35
18491,2017-07-08,M,B,25,26
18492,2017-07-08,M,B,26,27
18493,2017-07-08,M,W,52,53
18494,2017-07-08,M,W,40,40
18495,2017-07-08,M,B,23,24
18496,2017-07-08,M,B,56,57
18497,2017-07-08,M,B,21,21
18498,2017-07-08,M,W,65,66
18499,2017-07-08,M,B,25,25
18500,2017-07-08,M,W,49,49
18501,2017-07-08,M,W,37,38
18502,2017-07-08,M,B,22,22
18503,2017-07-08,M,W,31,31
18504,2017-07-08,M,B,30,30
18505,2017-07-08,M,W,20,20
18506,2017-07-08,M,W,31,31
18507,2017-07-08,M,B,61,61
18508,2017-07-08,M,B,28,28
18509,2017-07-08,M,W,53,54
18510,2017-07-08,M,x,20,21
18511,2017-07-08,M,W,60,60
18512,2017-07-08,M,B,64,64
18513,2017-07-08,M,B,21,24
18514,2017-07-08,M,W,30,32
18515,2017-07-08,M,W,45,47
18516,2017-07-08,M,B,26,28
18517,2017-07-08,M,W,37,38
18518,2017-07-08,M,B,28,29
18519,2017-07-08,M,W,36,37
18520,2017-07-08,M,B,31,32
18521,2017-07-08,M,W,29,30
18522,2017-07-08,M,B,47,48
18523,2017-07-08,M,W,34,35
18524,2017-07-08,M,B,34,34
18525,2017-07-08,M,B,21,22
18526,2017-07-08,M,B,54,54
18527,2017-07-08,M,W,21,22
18528,2017-07-08,M,B,29,30
18529,2017-07-08,M,B,37,38
18530,2017-07-08,M,W,27,28
18531,2017-07-08,M,B,28,29
18532,2017-07-08,M,W,26,27
18533,2017-07-08,M,W,34,34
18534,2017-07-08,M,W,41,42
18535,2017-07-08,M,B,32,32
18536,2017-07-08,M,W,30,30
18537,2017-07-08,M,B,31,31
18538,2017-07-08,M,W,23,24
18539,2017-07-08,M,W,27,27
18540,2017-07-08,M,W,42,42
18541,2017-07-08,M,W,46,47
18542,2017-07-08,M,B,20,20
18543,2017-07-08,M,B,47,47
18544,2017-07-08,M,W,27,28
18545,2017-07-08,M,W,24,25
18546,2017-07-08,M,W,40,40
18547,2017-07-08,M,B,43,43
18548,2017-07-08,M,W,30,30
18549,2017-07-08,M,W,51,52
18550,2017-07-08,M,W,43,43
18551,2017-07-08,M,W,22,22
18552,2017-07-08,M,B,30,30
18553,2017-07-08,M,W,47,47
18554,2017-07-08,M,B,34,34
18555,2017-07-08,M,W,30,30
18556,2017-07-08,M,W,31,32
18557,2017-07-08,M,B,29,29
18558,2017-07-08,M,W,38,39
18559,2017-07-08,M,B,24,24
18560,2017-07-08,M,W,29,29
18561,2017-07-08,M,W,55,56
18562,2017-07-08,M,B,18,18
18563,2017-07-08,M,B,46,46
18564,2017-07-08,M,B,44,44
18565,2017-07-08,M,B,29,29
18566,2017-07-08,M,W,47,48
18567,2017-07-08,M,W,50,50
18568,2017-07-08,M,W,44,47
18569,2017-07-08,M,W,46,49
18570,2017-07-08,M,W,63,64
18571,2017-07-08,M,W,60,62
18572,2017-07-08,M,W,27,28
18573,2017-07-08,M,W,73,74
18574,2017-07-08,M,W,45,46
18575,2017-07-08,M,W,22,23
18576,2017-07-08,M,W,27,28
18577,2017-07-08,M,B,24,25
18578,2017-07-08,M,W,33,33
18579,2017-07-08,M,W,26,27
18580,2017-07-08,M,B,33,34
18581,2017-07-08,M,B,33,33
18582,2017-07-08,M,W,48,48
18583,2017-07-08,M,W,43,44
18584,2017-07-08,M,B,26,27
18585,2017-07-08,M,W,39,39
18586,2017-07-08,M,W,49,49
18587,2017-07-08,M,B,26,26
18588,2017-07-08,M,B,26,26
18589,2017-07-08,M,W,36,37
18590,2017-07-08,M,W,55,56
18591,2017-07-08,M,B,47,47
18592,2017-07-08,M,W,55,56
18593,2017-07-08,M,B,47,47
18594,2017-07-08,M,W,46,46
18595,2017-07-08,M,W,52,52
18596,2017-07-08,M,B,37,37
18597,2017-07-08,M,B,37,37
18598,2017-07-08,M,W,28,28
18599,2017-07-08,M,B,27,27
18600,2017-07-08,M,W,36,36
18601,2017-07-08,M,W,29,29
18602,2017-07-08,M,W,37,37
18603,2017-07-08,M,B,41,41
18604,2017-07-08,M,W,51,51
18605,2017-07-08,M,B,26,26
18606,2017-07-08,M,W,20,20
18607,2017-07-08,M,B,55,55
18608,2017-07-08,M,W,28,28
18609,2017-07-08,M,B,42,42
18610,2017-07-08,M,W,24,24
18611,2017-07-08,F,W,30,31
18612,2017-07-08,F,W,28,28
18613,2017-07-08,F,W,30,30
18614,2017-07-08,F,W,24,24
18615,2017-07-08,F,W,36,36
18616,2017-07-08,F,W,37,37
18617,2017-07-08,F,B,40,40
18618,2017-07-08,F,W,33,34
18619,2017-07-08,F,W,26,27
18620,2017-07-08,F,B,32,33
18621,2017-07-08,F,W,24,25
18622,2017-07-08,F,W,23,23
18623,2017-07-08,F,W,32,32
18624,2017-07-08,F,W,62,63
18625,2017-07-08,F,W,21,22
18626,2017-07-08,F,B,48,49
18627,2017-07-08,F,B,28,29
18628,2017-07-08,F,W,28,29
18629,2017-07-08,F,W,57,58
18630,2017-07-08,F,B,26,27
18631,2017-07-08,F,W,34,34
18632,2017-07-08,F,W,34,34
18633,2017-07-08,F,W,33,33
18634,2017-07-08,F,B,40,40
18635,2017-07-08,F,W,38,38
18636,2017-07-08,F,B,24,24
18637,2017-07-08,F,W,34,34
18638,2017-07-08,F,B,30,30
18639,2017-07-08,F,W,33,33
18640,2017-07-08,F,W,45,45
18641,2017-07-08,M,B,30,32
18642,2017-07-08,M,B,36,38
18643,2017-07-08,M,B,29,31
18644,2017-07-08,M,B,18,20
18645,2017-07-08,M,B,32,34
18646,2017-07-08,M,B,22,24
18647,2017-07-08,M,W,46,47
18648,2017-07-08,M,B,19,21
18649,2017-07-08,M,B,23,24
18650,2017-07-08,M,B,23,25
18651,2017-07-08,M,B,18,19
18652,2017-07-08,M,B,22,24
18653,2017-07-08,M,B,24,26
18654,2017-07-08,M,B,29,30
18655,2017-07-08,M,B,24,25
18656,2017-07-08,M,B,36,37
18657,2017-07-08,M,B,25,26
18658,2017-07-08,M,B,40,41
18659,2017-07-08,M,B,24,25
18660,2017-07-08,M,B,21,22
18661,2017-07-08,M,B,40,41
18662,2017-07-08,M,W,24,25
18663,2017-07-08,M,B,21,21
18664,2017-07-08,M,B,29,30
18665,2017-07-08,M,B,29,30
18666,2017-07-08,M,B,50,51
18667,2017-07-08,M,B,19,19
18668,2017-07-08,M,B,22,23
18669,2017-07-08,M,B,21,22
18670,2017-07-08,M,B,20,21
18671,2017-07-08,M,B,44,45
18672,2017-07-08,M,B,56,57
18673,2017-07-08,M,B,30,30
18674,2017-07-08,M,B,25,26
18675,2017-07-08,M,W,19,19
18676,2017-07-08,M,B,22,23
18677,2017-07-08,M,B,44,44
18678,2017-07-08,M,W,40,40
18679,2017-07-08,M,B,22,22
18680,2017-07-08,M,B,23,23
18681,2017-07-08,M,B,20,20
18682,2017-07-08,M,W,60,60
18683,2017-07-08,M,B,24,24
18684,2017-07-08,M,B,19,19
18685,2017-07-08,M,B,21,21
18686,2017-07-08,M,B,23,23
18687,2017-07-08,M,B,18,19
18688,2017-07-08,M,B,24,24
18689,2017-07-08,M,B,21,22
18690,2017-07-08,M,B,40,40
18691,2017-07-08,M,B,44,44
18692,2017-07-08,M,B,25,26
18693,2017-07-08,M,B,23,23
18694,2017-07-08,M,H,39,39
18695,2017-07-08,M,B,29,30
18696,2017-07-08,M,W,24,24
18697,2017-07-08,M,B,24,25
18698,2017-07-08,M,B,25,25
18699,2017-07-08,M,B,37,37
18700,2017-07-08,M,B,31,31
18701,2017-07-08,M,B,49,49
18702,2017-07-08,M,B,53,53
18703,2017-07-08,M,B,25,26
18704,2017-07-08,M,B,24,24
18705,2017-07-08,M,B,22,22
18706,2017-07-08,M,W,24,24
18707,2017-07-08,M,x,19,19
18708,2017-07-08,M,B,29,29
18709,2017-07-08,M,B,37,37
18710,2017-07-08,M,B,19,19
18711,2017-07-08,M,B,32,32
18712,2017-07-08,M,W,24,25
18713,2017-07-08,M,B,34,34
18714,2017-07-08,M,B,35,35
18715,2017-07-08,M,B,24,24
18716,2017-07-08,M,W,42,42
18717,2017-07-08,M,W,27,27
18718,2017-07-08,M,B,36,36
18719,2017-07-08,M,B,26,26
18720,2017-07-08,M,B,23,23
18721,2017-07-08,M,B,22,22
18722,2017-07-08,M,B,24,24
18723,2017-07-08,M,B,20,20
18724,2017-07-08,M,B,23,23
18725,2017-07-08,M,B,33,33
18726,2017-07-08,M,B,19,26
18727,2017-07-08,M,B,19,21
18728,2017-07-08,M,B,22,24
18729,2017-07-08,M,B,28,29
18730,2017-07-08,M,B,23,25
18731,2017-07-08,M,B,31,33
18732,2017-07-08,M,B,21,22
18733,2017-07-08,M,B,36,38
18734,2017-07-08,M,B,17,19
18735,2017-07-08,M,B,19,20
18736,2017-07-08,M,B,20,21
18737,2017-07-08,M,B,21,23
18738,2017-07-08,M,B,21,22
18739,2017-07-08,M,B,22,23
18740,2017-07-08,M,H,35,36
18741,2017-07-08,M,B,36,37
18742,2017-07-08,M,B,18,19
18743,2017-07-08,M,B,24,25
18744,2017-07-08,M,B,29,30
18745,2017-07-08,M,B,22,23
18746,2017-07-08,M,B,25,26
18747,2017-07-08,M,B,20,20
18748,2017-07-08,M,B,18,19
18749,2017-07-08,M,B,18,18
18750,2017-07-08,M,B,21,22
18751,2017-07-08,M,B,28,29
18752,2017-07-08,M,B,24,24
18753,2017-07-08,M,B,24,24
18754,2017-07-08,M,B,23,24
18755,2017-07-08,M,B,28,29
18756,2017-07-08,M,W,31,31
18757,2017-07-08,M,B,24,25
18758,2017-07-08,M,B,24,24
18759,2017-07-08,M,B,22,22
18760,2017-07-08,M,B,18,19
18761,2017-07-08,M,W,29,30
18762,2017-07-08,M,W,37,38
18763,2017-07-08,M,B,27,27
18764,2017-07-08,M,B,26,26
18765,2017-07-08,M,W,38,38
18766,2017-07-08,M,B,24,24
18767,2017-07-08,M,B,29,30
18768,2017-07-08,M,B,21,21
18769,2017-07-08,M,B,28,28
18770,2017-07-08,M,B,26,26
18771,2017-07-08,M,B,20,21
18772,2017-07-08,M,W,20,21
18773,2017-07-08,M,B,35,35
18774,2017-07-08,M,B,27,27
18775,2017-07-08,M,B,26,27
18776,2017-07-08,M,B,25,25
18777,2017-07-08,M,B,22,22
18778,2017-07-08,M,B,22,22
18779,2017-07-08,M,B,25,26
18780,2017-07-08,M,B,23,23
18781,2017-07-08,M,B,28,28
18782,2017-07-08,M,B,21,21
18783,2017-07-08,M,B,24,24
18784,2017-07-08,M,B,22,22
18785,2017-07-08,M,B,23,24
18786,2017-07-08,M,B,26,26
18787,2017-07-08,M,B,18,18
18788,2017-07-08,M,B,28,28
18789,2017-07-08,M,B,21,21
18790,2017-07-08,M,B,29,29
18791,2017-07-08,M,B,19,19
18792,2017-07-08,M,B,37,37
18793,2017-07-08,M,B,25,25
18794,2017-07-08,M,B,25,25
18795,2017-07-08,M,B,20,20
18796,2017-07-08,M,B,23,23
18797,2017-07-08,M,B,62,62
18798,2017-07-08,M,B,22,22
18799,2017-07-08,M,B,26,26
18800,2017-07-08,M,B,24,24
18801,2017-07-08,M,W,37,37
18802,2017-07-08,M,B,28,28
18803,2017-07-08,M,B,22,22
18804,2017-07-08,M,B,39,45
18805,2017-07-08,M,W,29,32
18806,2017-07-08,M,W,37,39
18807,2017-07-08,M,B,21,23
18808,2017-07-08,M,B,25,27
18809,2017-07-08,M,B,61,62
18810,2017-07-08,M,B,20,21
18811,2017-07-08,M,B,49,50
18812,2017-07-08,M,W,36,38
18813,2017-07-08,M,W,25,26
18814,2017-07-08,M,B,18,19
18815,2017-07-08,M,B,21,23
18816,2017-07-08,M,B,29,30
18817,2017-07-08,M,W,22,23
18818,2017-07-08,M,B,32,33
18819,2017-07-08,M,W,31,32
18820,2017-07-08,M,B,27,28
18821,2017-07-08,M,B,29,30
18822,2017-07-08,M,W,22,23
18823,2017-07-08,M,W,65,66
18824,2017-07-08,M,W,50,51
18825,2017-07-08,M,B,22,23
18826,2017-07-08,M,W,36,37
18827,2017-07-08,M,W,35,36
18828,2017-07-08,M,W,29,29
18829,2017-07-08,M,W,44,44
18830,2017-07-08,M,B,20,21
18831,2017-07-08,M,B,23,24
18832,2017-07-08,M,B,47,47
18833,2017-07-08,M,W,30,31
18834,2017-07-08,M,B,29,29
18835,2017-07-08,M,W,26,27
18836,2017-07-08,M,B,48,48
18837,2017-07-08,M,W,28,28
18838,2017-07-08,M,W,50,50
18839,2017-07-08,M,B,31,32
18840,2017-07-08,M,B,48,48
18841,2017-07-08,M,W,49,49
18842,2017-07-08,M,W,19,19
18843,2017-07-08,M,W,25,25
18844,2017-07-08,M,B,27,27
18845,2017-07-08,M,W,24,24
18846,2017-07-08,M,W,26,26
18847,2017-07-08,M,B,19,19
18848,2017-07-08,M,W,21,21
18849,2017-07-08,M,B,28,28
18850,2017-07-08,M,W,20,21
18851,2017-07-08,M,B,22,23
18852,2017-07-08,M,W,35,35
18853,2017-07-08,M,W,47,47
18854,2017-07-08,M,B,29,29
18855,2017-07-08,M,W,25,26
18856,2017-07-08,M,B,25,26
18857,2017-07-08,M,B,30,30
18858,2017-07-08,M,W,48,49
18859,2017-07-08,M,B,26,26
18860,2017-07-08,M,B,34,34
18861,2017-07-08,M,W,35,35
18862,2017-07-08,M,B,31,31
18863,2017-07-08,M,W,52,52
18864,2017-07-08,M,W,50,51
18865,2017-07-08,M,B,46,46
18866,2017-07-08,M,B,25,25
18867,2017-07-08,M,B,31,31
18868,2017-07-08,M,W,70,70
18869,2017-07-08,M,W,25,25
18870,2017-07-08,M,x,28,28
18871,2017-07-08,M,B,20,20
18872,2017-07-08,M,W,37,37
18873,2017-07-08,M,W,66,66
18874,2017-07-08,M,W,30,30
18875,2017-07-08,M,W,28,28
18876,2017-07-08,M,B,35,35
18877,2017-07-08,M,W,47,47
18878,2017-07-08,M,W,49,49
18879,2017-07-08,M,W,64,64
18880,2017-07-08,M,W,44,45
18881,2017-07-08,M,W,35,35
18882,2017-07-08,M,B,33,33
18883,2017-07-08,M,B,18,22
18884,2017-07-08,M,B,56,61
18885,2017-07-08,M,B,28,31
18886,2017-07-08,M,B,22,25
18887,2017-07-08,M,B,20,22
18888,2017-07-08,M,B,29,32
18889,2017-07-08,M,B,45,47
18890,2017-07-08,M,W,30,31
18891,2017-07-08,M,B,17,19
18892,2017-07-08,M,B,17,19
18893,2017-07-08,M,B,60,61
18894,2017-07-08,M,A,35,37
18895,2017-07-08,M,B,19,20
18896,2017-07-08,M,W,54,55
18897,2017-07-08,M,W,38,39
18898,2017-07-08,M,W,28,29
18899,2017-07-08,M,B,24,25
18900,2017-07-08,M,W,32,33
18901,2017-07-08,M,B,38,39
18902,2017-07-08,M,B,21,22
18903,2017-07-08,M,W,19,20
18904,2017-07-08,M,B,26,27
18905,2017-07-08,M,W,30,31
18906,2017-07-08,M,W,22,23
18907,2017-07-08,M,B,24,24
18908,2017-07-08,M,x,35,36
18909,2017-07-08,M,B,26,27
18910,2017-07-08,M,W,21,22
18911,2017-07-08,M,B,24,24
18912,2017-07-08,M,B,29,30
18913,2017-07-08,M,W,56,56
18914,2017-07-08,M,B,28,28
18915,2017-07-08,M,W,47,48
18916,2017-07-08,M,B,31,31
18917,2017-07-08,M,W,20,20
18918,2017-07-08,M,B,19,20
18919,2017-07-08,M,W,37,38
18920,2017-07-08,M,B,35,36
18921,2017-07-08,M,W,47,47
18922,2017-07-08,M,B,20,20
18923,2017-07-08,M,W,57,57
18924,2017-07-08,M,B,67,67
18925,2017-07-08,M,W,38,39
18926,2017-07-08,M,W,42,43
18927,2017-07-08,M,W,24,24
18928,2017-07-08,M,B,47,48
18929,2017-07-08,M,W,51,52
18930,2017-07-08,M,B,54,54
18931,2017-07-08,M,B,19,19
18932,2017-07-08,M,B,38,38
18933,2017-07-08,M,B,22,22
18934,2017-07-08,M,W,59,59
18935,2017-07-08,M,W,50,51
18936,2017-07-08,M,W,26,26
18937,2017-07-08,M,B,29,29
18938,2017-07-08,M,B,56,56
18939,2017-07-08,M,B,18,22
18940,2017-07-08,M,B,34,36
18941,2017-07-08,M,B,19,21
18942,2017-07-08,M,B,22,24
18943,2017-07-08,M,B,21,23
18944,2017-07-08,M,B,19,21
18945,2017-07-08,M,B,21,22
18946,2017-07-08,M,B,19,20
18947,2017-07-08,M,B,22,23
18948,2017-07-08,M,B,25,26
18949,2017-07-08,M,B,27,28
18950,2017-07-08,M,B,21,22
18951,2017-07-08,M,W,24,25
18952,2017-07-08,M,B,22,23
18953,2017-07-08,M,B,29,30
18954,2017-07-08,M,B,22,23
18955,2017-07-08,M,W,32,33
18956,2017-07-08,M,B,22,23
18957,2017-07-08,M,W,24,25
18958,2017-07-08,M,B,21,22
18959,2017-07-08,M,B,26,27
18960,2017-07-08,M,W,30,30
18961,2017-07-08,M,B,20,21
18962,2017-07-08,M,B,22,23
18963,2017-07-08,M,B,52,52
18964,2017-07-08,M,W,27,28
18965,2017-07-08,M,B,24,25
18966,2017-07-08,M,B,25,26
18967,2017-07-08,M,B,26,27
18968,2017-07-08,M,W,23,24
18969,2017-07-08,M,B,19,20
18970,2017-07-08,M,B,23,24
18971,2017-07-08,M,B,25,25
18972,2017-07-08,M,B,24,25
18973,2017-07-08,M,B,21,22
18974,2017-07-08,M,B,18,18
18975,2017-07-08,M,W,25,26
18976,2017-07-08,M,B,28,29
18977,2017-07-08,M,B,23,23
18978,2017-07-08,M,B,24,24
18979,2017-07-08,M,B,20,21
18980,2017-07-08,M,B,23,23
18981,2017-07-08,M,B,26,26
18982,2017-07-08,M,B,59,59
18983,2017-07-08,M,W,41,41
18984,2017-07-08,M,B,27,27
18985,2017-07-08,M,B,23,23
18986,2017-07-08,M,B,42,42
18987,2017-07-08,M,B,23,23
18988,2017-07-08,M,B,49,49
18989,2017-07-08,M,B,27,27
18990,2017-07-08,M,B,52,52
18991,2017-07-08,M,B,32,32
18992,2017-07-08,M,B,34,34
18993,2017-07-08,M,B,25,25
18994,2017-07-08,M,B,18,18
18995,2017-07-08,M,B,25,25
18996,2017-07-08,M,W,49,49
18997,2017-07-08,M,B,23,25
18998,2017-07-08,M,B,25,27
18999,2017-07-08,M,B,25,26
19000,2017-07-08,M,B,19,20
19001,2017-07-08,M,B,17,18
19002,2017-07-08,M,B,23,24
19003,2017-07-08,M,B,31,32
19004,2017-07-08,M,B,29,30
19005,2017-07-08,M,B,17,18
19006,2017-07-08,M,B,24,26
19007,2017-07-08,M,B,28,29
19008,2017-07-08,M,B,18,19
19009,2017-07-08,M,B,21,22
19010,2017-07-08,M,B,26,27
19011,2017-07-08,M,B,30,31
19012,2017-07-08,M,B,26,26
19013,2017-07-08,M,B,34,35
19014,2017-07-08,M,B,28,28
19015,2017-07-08,M,B,23,24
19016,2017-07-08,M,B,24,24
19017,2017-07-08,M,B,37,38
19018,2017-07-08,M,B,19,20
19019,2017-07-08,M,B,30,30
19020,2017-07-08,M,W,23,23
19021,2017-07-08,M,W,25,25
19022,2017-07-08,M,B,30,30
19023,2017-07-08,M,B,23,24
19024,2017-07-08,M,W,34,34
19025,2017-07-08,M,B,19,20
19026,2017-07-08,M,B,29,30
19027,2017-07-08,M,W,49,50
19028,2017-07-08,M,B,25,25
19029,2017-07-08,M,W,35,35
19030,2017-07-08,M,B,19,20
19031,2017-07-08,M,B,27,27
19032,2017-07-08,M,B,45,45
19033,2017-07-08,M,B,22,22
19034,2017-07-08,M,B,25,25
19035,2017-07-08,M,B,27,27
19036,2017-07-08,M,B,34,34
19037,2017-07-08,M,B,35,35
19038,2017-07-08,M,B,34,34
19039,2017-07-08,M,B,26,26
19040,2017-07-08,M,W,47,47
19041,2017-07-08,M,B,21,21
19042,2017-07-08,M,B,23,23
19043,2017-07-08,M,B,19,19
19044,2017-07-08,M,B,56,56
19045,2017-07-08,M,B,29,29
19046,2017-07-08,M,B,37,37
19047,2017-07-08,M,B,25,25
19048,2017-07-08,M,B,22,22
19049,2017-07-08,M,B,40,40
19050,2017-07-08,M,B,35,35
19051,2017-07-08,M,B,43,43
19052,2017-07-08,M,B,48,48
19053,2017-07-08,M,B,19,23
19054,2017-07-08,M,B,24,27
19055,2017-07-08,M,B,23,25
19056,2017-07-08,M,B,17,19
19057,2017-07-08,M,B,23,24
19058,2017-07-08,M,B,21,22
19059,2017-07-08,M,B,20,21
19060,2017-07-08,M,B,25,26
19061,2017-07-08,M,B,26,27
19062,2017-07-08,M,B,34,35
19063,2017-07-08,M,W,28,29
19064,2017-07-08,M,W,27,28
19065,2017-07-08,M,B,23,24
19066,2017-07-08,M,B,28,29
19067,2017-07-08,M,B,23,24
19068,2017-07-08,M,W,24,25
19069,2017-07-08,M,B,26,27
19070,2017-07-08,M,B,30,31
19071,2017-07-08,M,B,20,21
19072,2017-07-08,M,B,22,23
19073,2017-07-08,M,B,26,27
19074,2017-07-08,M,B,25,26
19075,2017-07-08,M,B,26,27
19076,2017-07-08,M,B,28,29
19077,2017-07-08,M,B,48,49
19078,2017-07-08,M,B,54,54
19079,2017-07-08,M,B,22,23
19080,2017-07-08,M,B,61,61
19081,2017-07-08,M,B,27,28
19082,2017-07-08,M,W,23,24
19083,2017-07-08,M,B,29,29
19084,2017-07-08,M,B,19,19
19085,2017-07-08,M,B,18,19
19086,2017-07-08,M,B,26,26
19087,2017-07-08,M,B,24,24
19088,2017-07-08,M,x,30,30
19089,2017-07-08,M,W,39,39
19090,2017-07-08,M,B,18,18
19091,2017-07-08,M,W,19,19
19092,2017-07-08,M,B,58,58
19093,2017-07-08,M,B,49,49
19094,2017-07-08,M,B,39,39
19095,2017-07-08,M,B,29,29
19096,2017-07-08,M,B,21,21
19097,2017-07-08,M,B,24,24
19098,2017-07-08,M,W,34,34
19099,2017-07-08,M,B,22,22
19100,2017-07-08,M,B,25,25
19101,2017-07-08,M,B,30,30
19102,2017-07-08,M,B,26,27
19103,2017-07-08,M,W,34,34
19104,2017-07-08,F,W,46,46
19105,2017-07-08,M,W,35,35
19106,2017-07-08,M,W,30,30
